employee_id,employer_id,employer_name,industry,employer_quality,age,education,education_issue,financial_literacy,employer_match_eligible,retirement_contribution_rate,annual_earnings,net_worth,household_debt,complete_iv_case
501,38,Employer 38,retail,0.6,51,graduate,,0.541,0,0.0183,103473.86,319119.56,19342.28,1
502,17,Employer 17,healthcare,0.01,57,college,,0.734,1,0.1545,72794.79,367943.89,33864.0,1
503,43,employer 43,healthcare,-0.302,31,some_college,,-0.263,0,0.0311,45598.67,121853.69,35234.12,1
504,9,employer 9,healthcare,-0.575,28,some_college,,-0.87,0,0.0314,54709.51,156859.68,35350.02,1
505,51,employer 51,retail,0.769,45,some_college,,-0.668,0,0.0182,67866.02,188383.14,54299.23,1
506,25,Employer 25,manufacturing,-0.48,46,high_school,,0.793,0,0.0412,37666.3,135196.19,46221.97,1
507,2,Employer 2,tech,0.564,60,college,,-0.106,1,0.0965,101997.54,432630.55,15009.25,1
508,28,Employer 28,tech,0.76,30,graduate,,-0.347,0,0.056,72553.66,273359.41,32820.41,1
509,28,Employer 28,tech,0.76,29,college,,2.056,1,0.1128,87913.51,363646.21,33706.58,1
510,74,EMPLOYER 74,tech,-0.833,54,graduate,,0.49,1,0.16510000000000002,88743.87,434050.92,51183.62,1
511,52,Employer 52,healthcare,0.211,53,graduate,,0.642,0,0.0038,106954.13,237948.03,9858.96,1
512,63,Employer 63,healthcare,1.055,36,college,,1.087,0,0.0464,70336.54,233108.08,39355.73,1
513,67,employer 67,retail,0.414,34,college,,-1.586,0,0.008,52846.29,137984.31,31506.64,1
514,23,Employer 23,healthcare,0.843,49,college,,-0.495,1,0.1459,87737.94,277976.02,42785.27,1
515,43,employer 43,healthcare,-0.302,52,college,,0.332,0,0.0787,74680.73,283154.49,48746.21,1
516,46,Employer 46,healthcare,-0.824,52,,blank,-0.606,0,0.0,54577.41,151254.36,28146.47,1
517,6,employer 6,tech,-0.405,36,college,,-1.317,0,0.0088,59086.54,133428.95,25385.84,1
518,48,Employer 48,healthcare,-0.549,25,some_college,,0.695,0,0.0407,22657.37,107047.6,6703.3,1
519,23,Employer 23,healthcare,0.843,59,college,,-0.202,1,0.1362,73708.81,284686.43,68651.45,1
520,25,Employer 25,manufacturing,-0.48,57,college,,0.349,0,0.0954,79091.83,375484.48,62348.23,1
521,3,Employer 3,retail,-0.427,37,college,,-1.014,0,0.0554,65841.75,287026.24,48837.83,1
522,32,Employer 32,healthcare,-0.072,45,some_college,,-0.909,0,0.059500000000000004,60974.12,81341.93,10290.66,1
523,58,Employer 58,education,0.302,35,high_school,,0.661,1,0.1057,49201.91,65565.93,9555.01,1
524,75,Employer 75,tech,-0.726,27,college,,1.746,0,0.04,53335.6,6948.88,46028.35,1
525,72,Employer 72,retail,-1.546,,some_college,,-0.226,0,0.0284,73293.5,215879.72,40021.82,1
526,2,Employer 2,tech,0.564,38,some_college,,-0.423,1,0.0638,55567.06,261507.16,46204.82,1
527,14,Employer 14,tech,0.809,25,college,,-1.107,1,0.0659,69082.63,195071.77,52973.95,1
528,79,Employer 79,manufacturing,1.13,32,high_school,,-1.702,0,0.0003,34506.03,81851.25,37754.38,1
529,15,Employer 15,manufacturing,-0.5,46,high_school,,-0.121,1,0.0938,52332.75,223855.1,35788.82,1
530,61,Employer 61,education,0.898,30,some_college,,-0.41,1,0.11410000000000001,65447.36,175913.84,40140.1,1
531,64,Employer 64,education,0.008,32,college,,1.285,0,0.0536,60255.35,265674.09,48683.0,1
532,55,Employer 55,education,-0.67,30,some_college,,-1.079,0,0.0189,54952.33,158155.55,37537.71,1
534,36,employer 36,education,0.429,51,college,,-0.554,1,0.1513,94933.49,416865.14,37437.54,1
536,67,employer 67,retail,0.414,37,college,,0.497,1,0.0996,49538.8,147625.7,17601.28,1
537,53,Employer 53,education,-1.301,56,graduate,,0.454,0,0.0665,79031.93,349164.8,3719.12,1
538,41,Employer 41,retail,1.797,27,college,,1.268,1,0.08449999999999999,83104.21,277069.34,26445.94,1
539,64,Employer 64,education,0.008,51,graduate,,-0.45,0,0.0376,99375.35,359212.42,46658.41,1
540,56,employer 56,retail,1.215,38,high_school,,-1.473,1,0.0712,65967.65,86099.81,35564.6,1
541,4,Employer 4,tech,0.088,49,some_college,,0.118,0,0.0,65649.68,157086.96,45595.44,1
542,37,Employer 37,retail,-0.676,32,high_school,,0.874,0,0.0632,32334.38,115435.37,11359.04,1
543,5,Employer 5,education,0.163,36,college,,-0.063,0,0.0536,64570.87,278711.09,13545.96,1
544,68,Employer 68,healthcare,-0.625,46,college,,2.029,0,0.1141,61043.63,307735.37,61053.0,1
545,16,Employer 16,,-0.05,60,college,,1.066,1,0.1267,58765.68,239926.52,63750.99,1
546,16,Employer 16,,-0.05,40,high_school,,0.732,0,0.0,25298.47,42641.82,8547.69,1
547,33,Employer 33,retail,1.764,43,graduate,,0.812,1,0.0836,93060.13,283709.06,29839.69,1
548,43,employer 43,healthcare,-0.302,44,some_college,,-0.651,0,0.0484,57862.01,114006.48,21008.51,1
549,37,Employer 37,retail,-0.676,46,college,,-0.409,0,0.0412,58480.26,152872.32,14115.89,1
550,26,employer 26,manufacturing,0.782,50,some_college,,0.357,1,0.1137,73202.42,328242.96,69292.1,1
551,54,Employer 54,healthcare,1.602,57,some_college,,-0.306,1,0.0497,78078.65,391500.62,39131.51,1
552,20,Employer 20,retail,2.829,39,some_college,,1.093,1,0.1059,71988.93,201586.12,30482.6,1
553,53,Employer 53,education,-1.301,38,graduate,,1.557,0,0.0809,73546.26,284974.32,31075.26,1
554,16,Employer 16,,-0.05,57,college,,-0.587,1,0.1061,77079.35,265146.62,-1296.51,1
555,6,employer 6,tech,-0.405,31,college,,1.871,0,0.0617,43099.77,146680.86,44719.65,1
556,78,Employer 78,tech,-0.044,42,high_school,,1.227,0,0.037,47102.34,86606.11,50139.0,1
557,27,Employer 27,manufacturing,-0.162,46,graduate,,-0.233,1,0.1571,65339.66,318194.12,2938.29,1
558,38,Employer 38,retail,0.6,54,graduate,,1.93,1,0.1091,99675.06,343272.29,,1
559,43,employer 43,healthcare,-0.302,26,graduate,,1.655,0,0.0136,76160.87,243313.38,41477.78,1
560,46,Employer 46,healthcare,-0.824,28,high_school,,0.134,0,0.0777,38697.61,101900.32,29097.15,1
561,80,Employer 80,,-0.854,53,high_school,,0.563,0,0.0586,47531.87,79527.9,18086.71,1
562,11,EMPLOYER 11,education,-0.76,43,high_school,,-0.865,0,0.0538,51935.64,98955.11,76402.75,1
563,69,Employer 69,manufacturing,-0.094,54,college,,2.157,1,0.1288,80144.12,347563.89,31906.2,1
564,26,employer 26,manufacturing,0.782,43,high_school,,1.254,0,0.0601,53842.73,194821.93,51204.6,1
565,62,Employer 62,education,-0.064,59,high_school,,0.472,0,0.0818,45179.69,181531.03,38356.2,1
566,31,Employer 31,tech,-0.524,56,some_college,,0.041,0,0.0804,58318.1,348314.05,28470.12,1
567,49,Employer 49,manufacturing,-1.858,52,high_school,,-0.032,0,0.056299999999999996,58004.88,198910.67,28079.02,1
568,30,Employer 30,manufacturing,-0.274,28,high_school,,0.656,0,0.0494,18000.0,89207.44,23474.95,1
569,49,Employer 49,manufacturing,-1.858,39,college,,-2.643,0,0.0132,70750.73,116564.9,22734.16,1
570,27,Employer 27,manufacturing,-0.162,48,graduate,,-0.986,1,0.0806,84590.49,334629.75,20085.2,1
571,3,Employer 3,retail,-0.427,45,high_school,,0.296,1,0.1737,66822.29,287863.74,27891.04,1
572,50,Employer 50,retail,1.727,58,,blank,0.692,1,0.0735,107829.76,410278.36,44893.91,1
573,8,Employer 8,retail,1.471,35,college,,0.775,0,0.0753,80338.79,311520.46,125.22,1
574,49,Employer 49,manufacturing,-1.858,26,college,,0.845,0,0.0459,48798.68,226488.74,17888.89,1
575,28,Employer 28,tech,0.76,56,college,,0.663,0,0.0974,96979.24,400624.33,50195.94,1
576,27,Employer 27,manufacturing,-0.162,41,college,,-0.931,0,0.0437,66056.79,183701.84,60048.17,1
577,33,Employer 33,retail,1.764,34,some_college,,1.291,1,0.1202,66799.12,265181.61,23247.83,1
578,26,employer 26,manufacturing,0.782,34,high_school,,-0.727,1,0.0596,37180.59,26383.35,-6962.6,1
579,36,employer 36,education,0.429,34,some_college,,-1.102,0,0.049,61405.86,219836.59,32282.97,1
580,56,employer 56,retail,1.215,52,high_school,,0.8,1,0.1072,70729.12,200942.89,52929.01,1
581,42,Employer 42,healthcare,0.503,54,some_college,,0.672,0,0.0717,71077.24,196264.41,30190.71,1
582,41,Employer 41,retail,1.797,49,some_college,,-0.393,1,0.0629,72997.31,171175.73,52833.4,1
583,68,Employer 68,healthcare,-0.625,60,high_school,,-0.054,0,0.0671,70415.66,220216.22,28804.17,1
584,10,Employer 10,education,-0.152,50,high_school,,-0.207,1,0.1029,49153.35,247185.28,10948.55,1
585,72,Employer 72,retail,-1.546,32,high_school,,-1.366,0,0.0295,18000.0,-42033.07,58716.45,1
586,73,Employer 73,tech,1.456,58,college,,-0.036,1,0.0756,103781.69,291373.62,49803.92,1
587,1,Employer 1,healthcare,0.435,60,some_college,,0.252,1,0.1433,52527.57,371731.92,59352.93,1
588,56,employer 56,retail,1.215,56,graduate,,0.126,1,0.1506,118083.55,399075.32,38117.43,1
589,63,Employer 63,healthcare,1.055,49,college,,0.183,0,0.0565,102586.16,297640.3,20484.21,1
590,42,Employer 42,healthcare,0.503,43,high_school,,-0.498,0,0.0458,68285.35,184404.92,18198.58,1
591,35,Employer 35,education,1.147,45,high_school,,-0.075,0,0.020099999999999996,68926.47,76033.74,30560.64,1
592,24,Employer 24,education,0.556,52,college,,0.467,0,0.10800000000000001,78863.57,304491.76,11733.11,1
593,76,Employer 76,manufacturing,0.681,32,college,,1.113,1,0.1137,72537.32,347569.67,448.5,1
594,12,employer 12,manufacturing,-0.86,48,college,,-0.336,0,0.0076,72208.49,184227.92,26093.7,1
595,75,Employer 75,tech,-0.726,38,high_school,,0.568,0,0.0645,34574.22,82197.92,57459.43,1
596,79,Employer 79,manufacturing,1.13,28,college,,-2.447,1,0.09300000000000001,70604.59,188731.14,42795.4,1
597,13,Employer 13,retail,-0.779,40,graduate,,-0.251,0,0.0,59459.92,234707.9,18526.21,1
598,57,employer 57,manufacturing,-1.965,41,college,,0.944,0,0.0094,68519.05,201642.89,36189.13,1
599,36,employer 36,education,0.429,52,some_college,,0.546,0,0.0443,51479.98,247939.19,35307.57,1
600,20,Employer 20,retail,2.829,42,high_school,,0.572,1,0.0888,86848.94,246520.91,22066.56,1
601,32,Employer 32,healthcare,-0.072,57,high_school,,-0.551,0,0.0516,87845.7,246853.03,36682.48,1
602,26,employer 26,manufacturing,0.782,55,college,,-0.308,1,0.0977,95188.2,270670.67,47232.07,1
603,26,employer 26,manufacturing,0.782,30,college,,0.119,1,0.0737,65050.2,161085.02,30715.16,1
604,41,Employer 41,retail,1.797,31,college,,0.447,1,0.0637,74362.25,234363.79,-558.71,1
605,66,Employer 66,,-0.111,34,,unknown,-0.439,0,0.012,67954.5,50715.08,17610.02,1
606,72,Employer 72,retail,-1.546,27,graduate,,-0.001,0,0.0623,62246.43,225263.26,27950.46,1
607,23,Employer 23,healthcare,0.843,29,college,,-1.025,1,0.0292,51762.71,-7134.86,11467.48,1
608,27,Employer 27,manufacturing,-0.162,59,college,,0.104,1,0.16820000000000002,97169.37,386041.54,42049.71,1
609,59,Employer 59,manufacturing,-0.63,52,college,,1.226,1,0.098,80925.18,269508.77,30560.48,1
610,27,Employer 27,manufacturing,-0.162,47,high_school,,0.408,1,0.088,57032.37,185251.44,23393.8,1
611,1,Employer 1,healthcare,0.435,49,some_college,,1.162,1,0.0813,77950.61,252459.9,49221.25,1
612,57,employer 57,manufacturing,-1.965,50,high_school,,-0.352,0,0.0767,48562.75,247761.62,62454.34,1
613,70,Employer 70,education,1.312,41,college,,0.28,1,0.0816,101297.18,309268.66,58537.88,1
614,35,Employer 35,education,1.147,60,high_school,,0.82,0,0.10189999999999999,54685.93,192550.78,40690.34,1
615,48,Employer 48,healthcare,-0.549,37,college,,0.234,0,0.0392,63137.92,203665.45,37716.39,1
616,25,Employer 25,manufacturing,-0.48,49,some_college,,-1.66,0,0.0,52414.64,101774.91,27160.67,1
617,70,Employer 70,education,1.312,50,some_college,,-1.274,1,0.13,49580.4,194470.39,17377.06,1
618,17,Employer 17,healthcare,0.01,29,graduate,,-0.651,0,0.0032,67853.56,89827.91,101098.88,1
619,72,Employer 72,retail,-1.546,42,graduate,,0.315,0,0.1147,79986.72,382593.35,38953.01,1
620,2,Employer 2,tech,0.564,60,college,,-1.906,0,0.0593,105928.94,315517.37,72989.41,1
621,6,employer 6,tech,-0.405,55,some_college,,0.067,0,0.0423,77631.02,234278.36,9532.68,1
622,51,employer 51,retail,0.769,41,high_school,,0.083,0,0.0335,45905.06,100032.23,19788.71,1
623,20,Employer 20,retail,2.829,50,college,,0.82,1,0.121,110537.33,366630.78,61962.93,1
624,14,Employer 14,tech,0.809,29,,blank,0.231,1,0.1463,65200.65,318388.4,58450.26,1
625,59,Employer 59,manufacturing,-0.63,28,high_school,,-0.085,0,0.0457,23916.35,109050.47,24255.78,1
626,23,Employer 23,healthcare,0.843,58,high_school,,0.755,1,0.1296,50100.38,277623.53,32604.68,1
627,64,Employer 64,education,0.008,51,college,,0.418,1,0.1025,87665.08,242363.68,25443.12,1
628,7,Employer 7,tech,1.877,42,high_school,,0.045,1,0.0691,73911.03,258732.9,66595.04,1
629,31,Employer 31,tech,-0.524,29,some_college,,1.697,0,0.0496,44730.51,117948.42,12804.56,1
630,14,Employer 14,tech,0.809,50,college,,0.377,1,0.1091,77500.52,389993.39,50156.91,1
631,73,Employer 73,tech,1.456,41,some_college,,-0.636,1,0.0466,66201.4,193422.68,4018.79,1
632,65,Employer 65,healthcare,1.04,53,graduate,,-0.486,1,0.0105,92615.82,331122.0,,1
633,29,Employer 29,tech,-1.532,53,college,,-0.503,0,0.0542,54968.84,204475.15,6365.65,1
634,67,employer 67,retail,0.414,40,graduate,,0.451,0,0.038,84136.95,292637.48,29941.69,1
635,17,Employer 17,healthcare,0.01,55,college,,0.219,0,0.0683,107282.53,375107.05,22647.14,1
636,14,Employer 14,tech,0.809,36,college,,-0.382,0,0.0,83592.43,311125.35,69008.23,1
637,71,employer 71,healthcare,-0.829,40,college,,0.425,1,0.1199,57164.13,199137.93,32947.57,1
638,38,Employer 38,retail,0.6,54,high_school,,-0.773,0,0.044,71808.72,257721.89,68057.56,1
639,49,Employer 49,manufacturing,-1.858,60,graduate,,0.04,0,0.0964,88965.4,432158.55,30674.39,1
640,18,Employer 18,tech,-0.442,25,graduate,,-0.747,1,0.0366,80176.09,262860.69,36678.74,1
641,51,employer 51,retail,0.769,54,high_school,,2.209,0,0.0888,66588.91,255114.43,39988.97,1
642,39,employer 39,tech,0.394,35,college,,-0.467,0,0.0563,51294.91,206619.84,62505.94,1
643,46,Employer 46,healthcare,-0.824,35,college,,0.444,0,0.0422,33064.42,210567.92,3327.38,1
644,60,Employer 60,healthcare,0.951,45,,blank,-0.534,0,0.023,57056.16,219513.72,33143.7,1
645,14,Employer 14,tech,0.809,60,high_school,,-0.291,0,0.0477,79420.02,203395.54,25500.78,1
646,36,employer 36,education,0.429,36,,blank,-0.098,0,0.0728,86700.46,242263.65,37849.66,1
647,34,Employer 34,tech,0.713,51,college,,1.087,1,0.1026,94087.97,338302.66,45434.43,1
648,72,Employer 72,retail,-1.546,26,some_college,,0.218,0,0.021,19211.31,85874.4,36091.68,1
650,17,Employer 17,healthcare,0.01,57,,unknown,0.721,1,0.10369999999999999,77708.21,279936.52,10276.07,1
651,73,Employer 73,tech,1.456,59,college,,-1.142,1,0.0967,114458.88,432754.63,-2590.65,1
652,66,Employer 66,,-0.111,30,college,,0.732,1,0.0943,62522.33,128113.16,53732.49,1
653,52,Employer 52,healthcare,0.211,27,high_school,,-2.371,0,0.0,21290.57,88913.45,5246.82,1
654,19,Employer 19,manufacturing,-1.545,52,high_school,,-0.477,0,0.0317,43018.85,120282.98,,1
656,35,Employer 35,education,1.147,34,some_college,,-0.656,0,0.0593,39047.54,70959.07,30211.72,1
657,18,Employer 18,tech,-0.442,56,high_school,,1.208,0,0.1047,40339.64,157092.06,43785.71,1
658,39,employer 39,tech,0.394,46,high_school,,-0.886,0,0.0979,54438.37,133268.07,14872.87,1
659,32,Employer 32,healthcare,-0.072,41,college,,0.621,0,0.0358,64709.62,278896.07,87292.81,1
660,73,Employer 73,tech,1.456,58,high_school,,-0.202,1,0.0402,79513.8,352919.91,14178.1,1
661,31,Employer 31,tech,-0.524,53,some_college,,1.079,0,0.0237,47021.04,231579.37,,1
662,65,Employer 65,healthcare,1.04,29,graduate,,-0.571,1,0.12369999999999999,82761.41,361567.84,23290.39,1
663,7,Employer 7,tech,1.877,51,college,,-0.359,1,0.0796,85345.74,240820.68,40058.43,1
664,78,Employer 78,tech,-0.044,58,college,,0.715,0,0.0704,71944.51,274961.4,37718.23,1
665,55,Employer 55,education,-0.67,30,college,,-1.273,0,0.0,65544.27,152483.19,45438.55,1
666,77,Employer 77,education,2.506,45,high_school,,1.282,1,0.1569,68998.4,215820.33,36852.88,1
667,11,EMPLOYER 11,education,-0.76,37,college,,0.803,0,0.0576,81537.89,210245.35,32819.04,1
668,25,Employer 25,manufacturing,-0.48,38,high_school,,-0.764,0,0.075,25658.7,30327.68,59204.65,1
669,63,Employer 63,healthcare,1.055,48,high_school,,0.431,0,0.0931,53521.78,278861.4,70024.2,1
670,63,Employer 63,healthcare,1.055,51,graduate,,0.207,0,0.0657,90001.51,356708.34,47128.53,1
671,34,Employer 34,tech,0.713,54,college,,0.879,1,0.1348,79275.32,296861.36,33326.27,1
672,61,Employer 61,education,0.898,38,,blank,-0.154,1,0.0322,76677.61,245087.66,38499.96,1
673,73,Employer 73,tech,1.456,36,high_school,,1.302,1,0.060599999999999994,58028.43,121891.01,35012.07,1
674,50,Employer 50,retail,1.727,53,high_school,,0.534,0,0.0457,69927.95,256903.06,18181.31,1
675,40,employer 40,healthcare,-0.709,44,high_school,,-0.624,1,0.0885,54885.01,227804.66,19954.64,1
676,12,employer 12,manufacturing,-0.86,37,graduate,,-0.837,0,0.041,68459.58,242060.16,51728.52,1
677,30,Employer 30,manufacturing,-0.274,51,some_college,,-1.061,0,0.0,50185.93,193050.64,27152.54,1
678,2,Employer 2,tech,0.564,27,college,,0.814,1,0.0986,42400.45,153971.09,45766.22,1
679,18,Employer 18,tech,-0.442,58,high_school,,0.475,0,0.0829,45214.5,238637.07,34706.73,1
680,44,Employer 44,healthcare,0.546,40,graduate,,-1.065,0,0.0,100211.93,244756.74,21282.08,1
681,60,Employer 60,healthcare,0.951,57,some_college,,-1.459,1,0.0688,64527.23,179267.9,24773.06,1
682,74,EMPLOYER 74,tech,-0.833,57,college,,-1.409,0,0.027000000000000003,81730.0,190755.13,36980.34,1
683,22,Employer 22,education,0.473,58,high_school,,-0.011,1,0.0636,90040.5,267720.84,41725.28,1
684,69,Employer 69,manufacturing,-0.094,48,college,,2.113,1,0.0611,79220.68,256078.17,7265.93,1
685,20,Employer 20,retail,2.829,26,high_school,,0.505,1,0.0253,70882.22,117628.71,22225.39,1
686,46,Employer 46,healthcare,-0.824,58,college,,1.966,1,0.1499,73711.2,284837.3,36447.95,1
687,12,employer 12,manufacturing,-0.86,35,some_college,,0.494,1,0.08839999999999999,41303.37,143721.79,27938.69,1
688,20,Employer 20,retail,2.829,44,some_college,,-1.538,1,0.0442,66387.49,203714.59,37212.22,1
689,54,Employer 54,healthcare,1.602,48,graduate,,0.944,1,0.1102,96815.05,350994.04,28806.6,1
690,28,Employer 28,tech,0.76,55,some_college,,-1.596,1,0.0382,94522.45,308046.04,34472.47,1
691,10,Employer 10,education,-0.152,43,college,,1.925,0,0.0885,70177.69,311269.68,15516.83,1
693,43,employer 43,healthcare,-0.302,52,college,,-0.334,0,0.0327,80323.28,175182.84,63414.53,1
694,14,Employer 14,tech,0.809,36,college,,-0.124,1,0.04,73176.22,243718.73,57848.37,1
695,31,Employer 31,tech,-0.524,38,graduate,,-0.299,0,0.0272,67506.43,244672.27,60170.39,1
696,51,employer 51,retail,0.769,29,college,,-0.54,0,0.0,54323.32,162095.28,15647.5,1
697,10,Employer 10,education,-0.152,45,some_college,,-0.467,1,0.0499,60134.05,258459.7,54463.73,1
698,14,Employer 14,tech,0.809,51,some_college,,-1.156,0,0.0314,57305.2,140287.43,50778.51,1
699,11,EMPLOYER 11,education,-0.76,33,college,,1.297,0,0.0899,50466.1,252073.98,42296.27,1
700,6,employer 6,tech,-0.405,56,college,,-0.302,1,0.1321,78683.22,359003.48,8384.99,1
701,28,Employer 28,tech,0.76,29,high_school,,0.819,1,0.1379,53737.16,195304.18,59663.7,1
702,32,Employer 32,healthcare,-0.072,29,college,,1.25,1,0.1253,73662.49,103937.37,24042.86,1
703,47,Employer 47,education,-1.546,,college,,1.121,0,0.043,61575.03,205604.78,31356.34,1
704,60,Employer 60,healthcare,0.951,,college,,-0.723,0,0.0,70421.96,275988.14,31717.08,1
705,67,employer 67,retail,0.414,29,high_school,,-0.171,0,0.0802,66929.43,281691.4,-4545.54,1
706,20,Employer 20,retail,2.829,41,some_college,,0.467,1,0.1031,80009.37,263437.26,25318.33,1
707,30,Employer 30,manufacturing,-0.274,43,college,,-0.021,1,0.0808,85651.92,317322.17,53486.01,1
708,60,Employer 60,healthcare,0.951,41,high_school,,-0.028,1,0.0747,45084.92,194103.23,,1
709,1,Employer 1,healthcare,0.435,29,graduate,,1.084,0,0.0406,101076.8,321101.08,73003.15,1
710,1,Employer 1,healthcare,0.435,34,,blank,0.715,1,0.0383,77093.09,252289.71,20768.66,1
711,69,Employer 69,manufacturing,-0.094,58,graduate,,-0.09,0,0.0843,92888.89,418805.17,39618.83,1
712,4,Employer 4,tech,0.088,54,college,,0.316,0,0.0644,84806.34,236876.82,16717.77,1
713,19,Employer 19,manufacturing,-1.545,48,college,,0.028,0,0.0372,58665.18,140278.24,37639.26,1
714,66,Employer 66,,-0.111,40,some_college,,-0.108,0,0.0681,52362.46,135933.87,21895.37,1
715,67,employer 67,retail,0.414,43,graduate,,1.169,0,0.0394,105897.08,408172.47,51791.12,1
716,49,Employer 49,manufacturing,-1.858,35,some_college,,-0.458,0,0.0,18255.62,29254.32,41284.62,1
717,55,Employer 55,education,-0.67,30,graduate,,-0.288,1,0.07139999999999999,59117.97,158485.62,90646.97,1
718,12,employer 12,manufacturing,-0.86,33,,unknown,-1.017,0,0.0,74606.13,226071.21,36748.06,1
719,76,Employer 76,manufacturing,0.681,47,some_college,,0.992,1,0.0999,49729.5,98565.82,66250.27,1
720,45,EMPLOYER 45,healthcare,-0.048,34,college,,1.755,0,0.1131,83740.25,264311.04,72841.47,1
721,1,Employer 1,healthcare,0.435,29,high_school,,0.827,0,0.0183,66003.47,177707.84,38719.19,1
722,31,Employer 31,tech,-0.524,33,some_college,,1.012,0,0.0475,32696.48,69871.63,32402.61,1
723,11,EMPLOYER 11,education,-0.76,49,college,,-0.415,0,0.0188,71858.14,261818.3,30434.05,1
724,75,Employer 75,tech,-0.726,57,graduate,,-0.804,0,0.0772,90482.98,444070.41,10063.27,1
725,24,Employer 24,education,0.556,46,some_college,,-1.265,0,0.0,58956.46,153673.62,77030.35,1
726,74,EMPLOYER 74,tech,-0.833,43,college,,0.188,0,0.0752,64706.57,316997.96,52883.6,1
727,51,employer 51,retail,0.769,52,college,,-0.708,1,0.08529999999999999,83360.78,222873.91,34545.14,1
728,24,Employer 24,education,0.556,30,some_college,,-0.663,0,0.0277,56208.94,230954.86,33618.18,1
729,29,Employer 29,tech,-1.532,48,high_school,,-1.513,0,0.0023,35921.41,93226.34,42314.77,1
730,50,Employer 50,retail,1.727,26,graduate,,-0.878,1,0.0538,71904.46,367785.03,5531.3,1
731,53,Employer 53,education,-1.301,40,high_school,,0.923,0,0.060599999999999994,36427.5,155732.8,7998.37,1
732,53,Employer 53,education,-1.301,48,high_school,,0.666,0,0.1295,51284.93,114858.08,28408.24,1
733,18,Employer 18,tech,-0.442,25,some_college,,-1.287,0,0.0338,52598.66,207866.96,35767.67,1
734,51,employer 51,retail,0.769,31,,blank,1.008,1,0.1274,59615.84,215691.27,18835.87,1
735,25,Employer 25,manufacturing,-0.48,35,graduate,,-0.288,1,0.1057,82464.26,228341.27,11350.84,1
736,33,Employer 33,retail,1.764,39,some_college,,-0.264,1,0.08,91613.11,281086.02,71347.01,1
737,31,Employer 31,tech,-0.524,60,college,,0.036,1,0.1306,63854.9,235969.42,27531.15,1
738,6,employer 6,tech,-0.405,45,college,,0.117,0,0.0285,65700.04,281958.69,29664.99,1
739,46,Employer 46,healthcare,-0.824,28,some_college,,1.007,0,0.0467,56882.49,105435.31,12863.39,1
740,7,Employer 7,tech,1.877,60,graduate,,-0.594,1,0.0209,128594.89,383587.33,56521.16,1
741,78,Employer 78,tech,-0.044,43,high_school,,1.649,1,0.09369999999999999,56975.47,198375.74,42599.38,1
742,37,Employer 37,retail,-0.676,55,some_college,,0.023,0,0.0422,55524.78,266816.16,16098.76,1
743,38,Employer 38,retail,0.6,53,graduate,,-1.913,1,0.0374,117048.06,223054.42,5619.1,1
744,57,employer 57,manufacturing,-1.965,37,college,,-0.511,0,0.0,19522.01,62153.04,22955.47,1
746,37,Employer 37,retail,-0.676,59,high_school,,-0.009,0,0.0077,49938.76,188329.08,24725.21,1
747,73,Employer 73,tech,1.456,50,some_college,,1.865,1,0.1133,86898.15,509763.31,64922.52,1
748,51,employer 51,retail,0.769,39,high_school,,0.796,0,0.0597,64899.22,259277.54,60805.32,1
749,39,employer 39,tech,0.394,27,some_college,,-0.888,1,0.0361,60539.85,116144.29,5789.65,1
750,31,Employer 31,tech,-0.524,40,college,,0.795,0,0.0647,94706.16,263099.32,39159.21,1
751,6,employer 6,tech,-0.405,33,some_college,,-0.554,1,0.1237,56273.4,187044.64,47125.28,1
752,54,Employer 54,healthcare,1.602,38,college,,-0.857,1,0.076,89522.59,310914.26,67066.76,1
753,75,Employer 75,tech,-0.726,48,,blank,0.816,0,0.08130000000000001,34825.31,149943.85,10156.43,1
754,51,employer 51,retail,0.769,50,college,,0.559,1,0.09269999999999999,75786.01,290813.94,4251.96,1
755,9,employer 9,healthcare,-0.575,49,high_school,,-1.667,0,0.0274,46143.76,122305.42,50186.09,1
756,60,Employer 60,healthcare,0.951,44,some_college,,-0.029,1,0.0549,55929.35,185936.17,44006.69,1
757,29,Employer 29,tech,-1.532,34,graduate,,0.928,0,0.0683,75705.27,229809.39,3496.79,1
758,24,Employer 24,education,0.556,56,college,,-0.633,0,0.0617,99014.95,287032.95,40514.86,1
759,4,Employer 4,tech,0.088,50,high_school,,-0.379,0,0.0715,61286.84,232911.13,57143.58,1
760,80,Employer 80,,-0.854,53,some_college,,1.343,0,0.0643,81364.38,171509.25,10066.03,1
761,67,employer 67,retail,0.414,35,high_school,,-1.427,0,0.0092,41019.1,47193.11,51085.98,1
762,35,Employer 35,education,1.147,37,some_college,,-0.907,1,0.0913,52071.56,158727.14,34822.57,1
763,61,Employer 61,education,0.898,33,some_college,,0.106,1,0.0812,62616.15,143103.07,48033.54,1
764,27,Employer 27,manufacturing,-0.162,28,,blank,0.784,0,0.0564,63080.7,395816.43,17362.34,1
765,1,Employer 1,healthcare,0.435,52,some_college,,-0.292,0,0.094,62565.08,358203.7,35217.64,1
766,19,Employer 19,manufacturing,-1.545,33,college,,0.867,1,0.1222,59573.47,383628.8,45862.89,1
767,33,Employer 33,retail,1.764,51,college,,-0.936,1,0.1257,93651.1,355410.25,39253.02,1
768,1,Employer 1,healthcare,0.435,25,high_school,,-0.695,0,0.01,33675.91,53332.35,26480.8,1
